X,Y,Z,FilePath
-2,-1.2,0.4,Screenshot_92.png
-2,-1.2,0.6,Screenshot_93.png
-2,-1.2,0.8,Screenshot_94.png
-2,-1.2,1,Screenshot_95.png
-2,-1.2,1.2,Screenshot_96.png
-2,-1.2,1.4,Screenshot_97.png
-2,-1.2,1.6,Screenshot_98.png
-2,-1.2,1.8,Screenshot_99.png
-2,-1,-2,Screenshot_100.png
-2,-1,-1.8,Screenshot_101.png
-2,-1,-1.6,Screenshot_102.png
-2,-1,-1.4,Screenshot_103.png
-2,-1,-1.2,Screenshot_104.png
-2,-1,-1,Screenshot_105.png
-2,-1,-0.8,Screenshot_106.png
-2,-1,-0.6,Screenshot_107.png
-2,-1,-0.4,Screenshot_108.png
-2,-1,-0.2,Screenshot_109.png
-2,-1,0,Screenshot_110.png
-2,-1,0.2,Screenshot_111.png
-2,-1,0.4,Screenshot_112.png
-2,-1,0.6,Screenshot_113.png
-2,-1,0.8,Screenshot_114.png
-2,-1,1,Screenshot_115.png
-2,-1,1.2,Screenshot_116.png
-2,-1,1.4,Screenshot_117.png
-2,-1,1.6,Screenshot_118.png
-2,-1,1.8,Screenshot_119.png
-2,-0.8,-2,Screenshot_120.png
-2,-0.8,-1.8,Screenshot_121.png
-2,-0.8,-1.6,Screenshot_122.png
-2,-0.8,-1.4,Screenshot_123.png
-2,-0.8,-1.2,Screenshot_124.png
-2,-0.8,-1,Screenshot_125.png
-2,-0.8,-0.8,Screenshot_126.png
-2,-0.8,-0.6,Screenshot_127.png
-2,-0.8,-0.4,Screenshot_128.png
-2,-0.8,-0.2,Screenshot_129.png
-2,-0.8,0,Screenshot_130.png
-2,-0.8,0.2,Screenshot_131.png
-2,-0.8,0.4,Screenshot_132.png
-2,-0.8,0.6,Screenshot_133.png
-2,-0.8,0.8,Screenshot_134.png
-2,-0.8,1,Screenshot_135.png
-2,-0.8,1.2,Screenshot_136.png
-2,-0.8,1.4,Screenshot_137.png
-2,-0.8,1.6,Screenshot_138.png
-2,-0.8,1.8,Screenshot_139.png
-2,-0.6,-2,Screenshot_140.png
-2,-0.6,-1.8,Screenshot_141.png
-2,-0.6,-1.6,Screenshot_142.png
-2,-0.6,-1.4,Screenshot_143.png
-2,-0.6,-1.2,Screenshot_144.png
-2,-0.6,-1,Screenshot_145.png
-2,-0.6,-0.8,Screenshot_146.png
-2,-0.6,-0.6,Screenshot_147.png
-2,-0.6,-0.4,Screenshot_148.png
-2,-0.6,-0.2,Screenshot_149.png
-2,-0.6,0,Screenshot_150.png
-2,-0.6,0.2,Screenshot_151.png
-2,-0.6,0.4,Screenshot_152.png
-2,-0.6,0.6,Screenshot_153.png
-2,-0.6,0.8,Screenshot_154.png
-2,-0.6,1,Screenshot_155.png
-2,-0.6,1.2,Screenshot_156.png
-2,-0.6,1.4,Screenshot_157.png
-2,-0.6,1.6,Screenshot_158.png
-2,-0.6,1.8,Screenshot_159.png
-2,-0.4,-2,Screenshot_160.png
-2,-0.4,-1.8,Screenshot_161.png
-2,-0.4,-1.6,Screenshot_162.png
-2,-0.4,-1.4,Screenshot_163.png
-2,-0.4,-1.2,Screenshot_164.png
-2,-0.4,-1,Screenshot_165.png
-2,-0.4,-0.8,Screenshot_166.png
-2,-0.4,-0.6,Screenshot_167.png
-2,-0.4,-0.4,Screenshot_168.png
-2,-0.4,-0.2,Screenshot_169.png
-2,-0.4,0,Screenshot_170.png
-2,-0.4,0.2,Screenshot_171.png
-2,-0.4,0.4,Screenshot_172.png
-2,-0.4,0.6,Screenshot_173.png
-2,-0.4,0.8,Screenshot_174.png
-2,-0.4,1,Screenshot_175.png
-2,-0.4,1.2,Screenshot_176.png
-2,-0.4,1.4,Screenshot_177.png
-2,-0.4,1.6,Screenshot_178.png
-2,-0.4,1.8,Screenshot_179.png
-2,-0.2,-2,Screenshot_180.png
-2,-0.2,-1.8,Screenshot_181.png
-2,-0.2,-1.6,Screenshot_182.png
-2,-0.2,-1.4,Screenshot_183.png
-2,-0.2,-1.2,Screenshot_184.png
-2,-0.2,-1,Screenshot_185.png
-2,-0.2,-0.8,Screenshot_186.png
-2,-0.2,-0.6,Screenshot_187.png
-2,-0.2,-0.4,Screenshot_188.png
-2,-0.2,-0.2,Screenshot_189.png
-2,-0.2,0,Screenshot_190.png
-2,-0.2,0.2,Screenshot_191.png
-2,-0.2,0.4,Screenshot_192.png
-2,-0.2,0.6,Screenshot_193.png
-2,-0.2,0.8,Screenshot_194.png
-2,-0.2,1,Screenshot_195.png
-2,-0.2,1.2,Screenshot_196.png
-2,-0.2,1.4,Screenshot_197.png
-2,-0.2,1.6,Screenshot_198.png
-2,-0.2,1.8,Screenshot_199.png
-2,0,-2,Screenshot_200.png
-2,0,-1.8,Screenshot_201.png
-2,0,-1.6,Screenshot_202.png
-2,0,-1.4,Screenshot_203.png
-2,0,-1.2,Screenshot_204.png
-2,0,-1,Screenshot_205.png
-2,0,-0.8,Screenshot_206.png
-2,0,-0.6,Screenshot_207.png
-2,0,-0.4,Screenshot_208.png
-2,0,-0.2,Screenshot_209.png
-2,0,0,Screenshot_210.png
-2,0,0.2,Screenshot_211.png
-2,0,0.4,Screenshot_212.png
-2,0,0.6,Screenshot_213.png
-2,0,0.8,Screenshot_214.png
-2,0,1,Screenshot_215.png
-2,0,1.2,Screenshot_216.png
-2,0,1.4,Screenshot_217.png
-2,0,1.6,Screenshot_218.png
-2,0,1.8,Screenshot_219.png
-2,0.2,-2,Screenshot_220.png
-2,0.2,-1.8,Screenshot_221.png
-2,0.2,-1.6,Screenshot_222.png
-2,0.2,-1.4,Screenshot_223.png
-2,0.2,-1.2,Screenshot_224.png
-2,0.2,-1,Screenshot_225.png
-2,0.2,-0.8,Screenshot_226.png
-2,0.2,-0.6,Screenshot_227.png
-2,0.2,-0.4,Screenshot_228.png
-2,0.2,-0.2,Screenshot_229.png
-2,0.2,0,Screenshot_230.png
-2,0.2,0.2,Screenshot_231.png
-2,0.2,0.4,Screenshot_232.png
-2,0.2,0.6,Screenshot_233.png
-2,0.2,0.8,Screenshot_234.png
-2,0.2,1,Screenshot_235.png
-2,0.2,1.2,Screenshot_236.png
-2,0.2,1.4,Screenshot_237.png
-2,0.2,1.6,Screenshot_238.png
-2,0.2,1.8,Screenshot_239.png
-2,0.4,-2,Screenshot_240.png
-2,0.4,-1.8,Screenshot_241.png
-2,0.4,-1.6,Screenshot_242.png
-2,0.4,-1.4,Screenshot_243.png
-2,0.4,-1.2,Screenshot_244.png
-2,0.4,-1,Screenshot_245.png
-2,0.4,-0.8,Screenshot_246.png
-2,0.4,-0.6,Screenshot_247.png
-2,0.4,-0.4,Screenshot_248.png
-2,0.4,-0.2,Screenshot_249.png
-2,0.4,0,Screenshot_250.png
-2,0.4,0.2,Screenshot_251.png
-2,0.4,0.4,Screenshot_252.png
-2,0.4,0.6,Screenshot_253.png
-2,0.4,0.8,Screenshot_254.png
-2,0.4,1,Screenshot_255.png
-2,0.4,1.2,Screenshot_256.png
-2,0.4,1.4,Screenshot_257.png
-2,0.4,1.6,Screenshot_258.png
-2,0.4,1.8,Screenshot_259.png
-2,0.6,-2,Screenshot_260.png
-2,0.6,-1.8,Screenshot_261.png
-2,0.6,-1.6,Screenshot_262.png
-2,0.6,-1.4,Screenshot_263.png
-2,0.6,-1.2,Screenshot_264.png
-2,0.6,-1,Screenshot_265.png
-2,0.6,-0.8,Screenshot_266.png
-2,0.6,-0.6,Screenshot_267.png
-2,0.6,-0.4,Screenshot_268.png
-2,0.6,-0.2,Screenshot_269.png
-2,0.6,0,Screenshot_270.png
-2,0.6,0.2,Screenshot_271.png
-2,0.6,0.4,Screenshot_272.png
-2,0.6,0.6,Screenshot_273.png
-2,0.6,0.8,Screenshot_274.png
-2,0.6,1,Screenshot_275.png
-2,0.6,1.2,Screenshot_276.png
-2,0.6,1.4,Screenshot_277.png
-2,0.6,1.6,Screenshot_278.png
-2,0.6,1.8,Screenshot_279.png
-2,0.8,-2,Screenshot_280.png
-2,0.8,-1.8,Screenshot_281.png
-2,0.8,-1.6,Screenshot_282.png
-2,0.8,-1.4,Screenshot_283.png
-2,0.8,-1.2,Screenshot_284.png
-2,0.8,-1,Screenshot_285.png
-2,0.8,-0.8,Screenshot_286.png
-2,0.8,-0.6,Screenshot_287.png
-2,0.8,-0.4,Screenshot_288.png
-2,0.8,-0.2,Screenshot_289.png
-2,0.8,0,Screenshot_290.png
-2,0.8,0.2,Screenshot_291.png
-2,0.8,0.4,Screenshot_292.png
-2,0.8,0.6,Screenshot_293.png
-2,0.8,0.8,Screenshot_294.png
-2,0.8,1,Screenshot_295.png
-2,0.8,1.2,Screenshot_296.png
-2,0.8,1.4,Screenshot_297.png
-2,0.8,1.6,Screenshot_298.png
-2,0.8,1.8,Screenshot_299.png
-2,1,-2,Screenshot_300.png
-2,1,-1.8,Screenshot_301.png
-2,1,-1.6,Screenshot_302.png
-2,1,-1.4,Screenshot_303.png
-2,1,-1.2,Screenshot_304.png
-2,1,-1,Screenshot_305.png
-2,1,-0.8,Screenshot_306.png
-2,1,-0.6,Screenshot_307.png
-2,1,-0.4,Screenshot_308.png
-2,1,-0.2,Screenshot_309.png
-2,1,0,Screenshot_310.png
-2,1,0.2,Screenshot_311.png
-2,1,0.4,Screenshot_312.png
-2,1,0.6,Screenshot_313.png
-2,1,0.8,Screenshot_314.png
-2,1,1,Screenshot_315.png
-2,1,1.2,Screenshot_316.png
-2,1,1.4,Screenshot_317.png
-2,1,1.6,Screenshot_318.png
-2,1,1.8,Screenshot_319.png
-2,1.2,-2,Screenshot_320.png
-2,1.2,-1.8,Screenshot_321.png
-2,1.2,-1.6,Screenshot_322.png
-2,1.2,-1.4,Screenshot_323.png
-2,1.2,-1.2,Screenshot_324.png
-2,1.2,-1,Screenshot_325.png
-2,1.2,-0.8,Screenshot_326.png
-2,1.2,-0.6,Screenshot_327.png
-2,1.2,-0.4,Screenshot_328.png
-2,1.2,-0.2,Screenshot_329.png
-2,1.2,0,Screenshot_330.png
-2,1.2,0.2,Screenshot_331.png
-2,1.2,0.4,Screenshot_332.png
-2,1.2,0.6,Screenshot_333.png
-2,1.2,0.8,Screenshot_334.png
-2,1.2,1,Screenshot_335.png
-2,1.2,1.2,Screenshot_336.png
-2,1.2,1.4,Screenshot_337.png
-2,1.2,1.6,Screenshot_338.png
-2,1.2,1.8,Screenshot_339.png
-2,1.4,-2,Screenshot_340.png
-2,1.4,-1.8,Screenshot_341.png
-2,1.4,-1.6,Screenshot_342.png
-2,1.4,-1.4,Screenshot_343.png
-2,1.4,-1.2,Screenshot_344.png
-2,1.4,-1,Screenshot_345.png
-2,1.4,-0.8,Screenshot_346.png
-2,1.4,-0.6,Screenshot_347.png
-2,1.4,-0.4,Screenshot_348.png
-2,1.4,-0.2,Screenshot_349.png
-2,1.4,0,Screenshot_350.png
-2,1.4,0.2,Screenshot_351.png
-2,1.4,0.4,Screenshot_352.png
-2,1.4,0.6,Screenshot_353.png
-2,1.4,0.8,Screenshot_354.png
-2,1.4,1,Screenshot_355.png
-2,1.4,1.2,Screenshot_356.png
-2,1.4,1.4,Screenshot_357.png
-2,1.4,1.6,Screenshot_358.png
-2,1.4,1.8,Screenshot_359.png
-2,1.6,-2,Screenshot_360.png
-2,1.6,-1.8,Screenshot_361.png
-2,1.6,-1.6,Screenshot_362.png
-2,1.6,-1.4,Screenshot_363.png
-2,1.6,-1.2,Screenshot_364.png
-2,1.6,-1,Screenshot_365.png
-2,1.6,-0.8,Screenshot_366.png
-2,1.6,-0.6,Screenshot_367.png
-2,1.6,-0.4,Screenshot_368.png
-2,1.6,-0.2,Screenshot_369.png
-2,1.6,0,Screenshot_370.png
-2,1.6,0.2,Screenshot_371.png
-2,1.6,0.4,Screenshot_372.png
-2,1.6,0.6,Screenshot_373.png
-2,1.6,0.8,Screenshot_374.png
-2,1.6,1,Screenshot_375.png
-2,1.6,1.2,Screenshot_376.png
-2,1.6,1.4,Screenshot_377.png
-2,1.6,1.6,Screenshot_378.png
-2,1.6,1.8,Screenshot_379.png
-2,1.8,-2,Screenshot_380.png
-2,1.8,-1.8,Screenshot_381.png
-2,1.8,-1.6,Screenshot_382.png
-2,1.8,-1.4,Screenshot_383.png
-2,1.8,-1.2,Screenshot_384.png
-2,1.8,-1,Screenshot_385.png
-2,1.8,-0.8,Screenshot_386.png
-2,1.8,-0.6,Screenshot_387.png
-2,1.8,-0.4,Screenshot_388.png
-2,1.8,-0.2,Screenshot_389.png
-2,1.8,0,Screenshot_390.png
-2,1.8,0.2,Screenshot_391.png
-2,1.8,0.4,Screenshot_392.png
-2,1.8,0.6,Screenshot_393.png
-2,1.8,0.8,Screenshot_394.png
-2,1.8,1,Screenshot_395.png
-2,1.8,1.2,Screenshot_396.png
-2,1.8,1.4,Screenshot_397.png
-2,1.8,1.6,Screenshot_398.png
-2,1.8,1.8,Screenshot_399.png
-1.8,-2,-2,Screenshot_400.png
-1.8,-2,-1.8,Screenshot_401.png
-1.8,-2,-1.6,Screenshot_402.png
-1.8,-2,-1.4,Screenshot_403.png
-1.8,-2,-1.2,Screenshot_404.png
-1.8,-2,-1,Screenshot_405.png
-1.8,-2,-0.8,Screenshot_406.png
-1.8,-2,-0.6,Screenshot_407.png
-1.8,-2,-0.4,Screenshot_408.png
-1.8,-2,-0.2,Screenshot_409.png
-1.8,-2,0,Screenshot_410.png
-1.8,-2,0.2,Screenshot_411.png
-1.8,-2,0.4,Screenshot_412.png
-1.8,-2,0.6,Screenshot_413.png
-1.8,-2,0.8,Screenshot_414.png
-1.8,-2,1,Screenshot_415.png
-1.8,-2,1.2,Screenshot_416.png
-1.8,-2,1.4,Screenshot_417.png
-1.8,-2,1.6,Screenshot_418.png
-1.8,-2,1.8,Screenshot_419.png
-1.8,-1.8,-2,Screenshot_420.png
-1.8,-1.8,-1.8,Screenshot_421.png
-1.8,-1.8,-1.6,Screenshot_422.png
-1.8,-1.8,-1.4,Screenshot_423.png
-1.8,-1.8,-1.2,Screenshot_424.png
-1.8,-1.8,-1,Screenshot_425.png
-1.8,-1.8,-0.8,Screenshot_426.png
-1.8,-1.8,-0.6,Screenshot_427.png
-1.8,-1.8,-0.4,Screenshot_428.png
-1.8,-1.8,-0.2,Screenshot_429.png
-1.8,-1.8,0,Screenshot_430.png
-1.8,-1.8,0.2,Screenshot_431.png
-1.8,-1.8,0.4,Screenshot_432.png
-1.8,-1.8,0.6,Screenshot_433.png
-1.8,-1.8,0.8,Screenshot_434.png
-1.8,-1.8,1,Screenshot_435.png
-1.8,-1.8,1.2,Screenshot_436.png
-1.8,-1.8,1.4,Screenshot_437.png
-1.8,-1.8,1.6,Screenshot_438.png
-1.8,-1.8,1.8,Screenshot_439.png
-1.8,-1.6,-2,Screenshot_440.png
-1.8,-1.6,-1.8,Screenshot_441.png
-1.8,-1.6,-1.6,Screenshot_442.png
-1.8,-1.6,-1.4,Screenshot_443.png
-1.8,-1.6,-1.2,Screenshot_444.png
-1.8,-1.6,-1,Screenshot_445.png
-1.8,-1.6,-0.8,Screenshot_446.png
-1.8,-1.6,-0.6,Screenshot_447.png
-1.8,-1.6,-0.4,Screenshot_448.png
-1.8,-1.6,-0.2,Screenshot_449.png
-1.8,-1.6,0,Screenshot_450.png
-1.8,-1.6,0.2,Screenshot_451.png
-1.8,-1.6,0.4,Screenshot_452.png
-1.8,-1.6,0.6,Screenshot_453.png
-1.8,-1.6,0.8,Screenshot_454.png
-1.8,-1.6,1,Screenshot_455.png
-1.8,-1.6,1.2,Screenshot_456.png
-1.8,-1.6,1.4,Screenshot_457.png
-1.8,-1.6,1.6,Screenshot_458.png
-1.8,-1.6,1.8,Screenshot_459.png
-1.8,-1.4,-2,Screenshot_460.png
-1.8,-1.4,-1.8,Screenshot_461.png
-1.8,-1.4,-1.6,Screenshot_462.png
-1.8,-1.4,-1.4,Screenshot_463.png
-1.8,-1.4,-1.2,Screenshot_464.png
-1.8,-1.4,-1,Screenshot_465.png
-1.8,-1.4,-0.8,Screenshot_466.png
-1.8,-1.4,-0.6,Screenshot_467.png
-1.8,-1.4,-0.4,Screenshot_468.png
-1.8,-1.4,-0.2,Screenshot_469.png
-1.8,-1.4,0,Screenshot_470.png
-1.8,-1.4,0.2,Screenshot_471.png
-1.8,-1.4,0.4,Screenshot_472.png
-1.8,-1.4,0.6,Screenshot_473.png
-1.8,-1.4,0.8,Screenshot_474.png
-1.8,-1.4,1,Screenshot_475.png
-1.8,-1.4,1.2,Screenshot_476.png
-1.8,-1.4,1.4,Screenshot_477.png
-1.8,-1.4,1.6,Screenshot_478.png
-1.8,-1.4,1.8,Screenshot_479.png
-1.8,-1.2,-2,Screenshot_480.png
-1.8,-1.2,-1.8,Screenshot_481.png
-1.8,-1.2,-1.6,Screenshot_482.png
-1.8,-1.2,-1.4,Screenshot_483.png
-1.8,-1.2,-1.2,Screenshot_484.png
-1.8,-1.2,-1,Screenshot_485.png
-1.8,-1.2,-0.8,Screenshot_486.png
-1.8,-1.2,-0.6,Screenshot_487.png
-1.8,-1.2,-0.4,Screenshot_488.png
-1.8,-1.2,-0.2,Screenshot_489.png
-1.8,-1.2,0,Screenshot_490.png
-1.8,-1.2,0.2,Screenshot_491.png
-1.8,-1.2,0.4,Screenshot_492.png
-1.8,-1.2,0.6,Screenshot_493.png
-1.8,-1.2,0.8,Screenshot_494.png
-1.8,-1.2,1,Screenshot_495.png
-1.8,-1.2,1.2,Screenshot_496.png
-1.8,-1.2,1.4,Screenshot_497.png
-1.8,-1.2,1.6,Screenshot_498.png
-1.8,-1.2,1.8,Screenshot_499.png
-1.8,-1,-2,Screenshot_500.png
-1.8,-1,-1.8,Screenshot_501.png
-1.8,-1,-1.6,Screenshot_502.png
-1.8,-1,-1.4,Screenshot_503.png
-1.8,-1,-1.2,Screenshot_504.png
-1.8,-1,-1,Screenshot_505.png
-1.8,-1,-0.8,Screenshot_506.png
-1.8,-1,-0.6,Screenshot_507.png
-1.8,-1,-0.4,Screenshot_508.png
-1.8,-1,-0.2,Screenshot_509.png
-1.8,-1,0,Screenshot_510.png
-1.8,-1,0.2,Screenshot_511.png
-1.8,-1,0.4,Screenshot_512.png
-1.8,-1,0.6,Screenshot_513.png
-1.8,-1,0.8,Screenshot_514.png
-1.8,-1,1,Screenshot_515.png
-1.8,-1,1.2,Screenshot_516.png
-1.8,-1,1.4,Screenshot_517.png
-1.8,-1,1.6,Screenshot_518.png
-1.8,-1,1.8,Screenshot_519.png
-1.8,-0.8,-2,Screenshot_520.png
-1.8,-0.8,-1.8,Screenshot_521.png
-1.8,-0.8,-1.6,Screenshot_522.png
-1.8,-0.8,-1.4,Screenshot_523.png
-1.8,-0.8,-1.2,Screenshot_524.png
-1.8,-0.8,-1,Screenshot_525.png
-1.8,-0.8,-0.8,Screenshot_526.png
-1.8,-0.8,-0.6,Screenshot_527.png
-1.8,-0.8,-0.4,Screenshot_528.png
-1.8,-0.8,-0.2,Screenshot_529.png
-1.8,-0.8,0,Screenshot_530.png
-1.8,-0.8,0.2,Screenshot_531.png
-1.8,-0.8,0.4,Screenshot_532.png
-1.8,-0.8,0.6,Screenshot_533.png
-1.8,-0.8,0.8,Screenshot_534.png
-1.8,-0.8,1,Screenshot_535.png
-1.8,-0.8,1.2,Screenshot_536.png
-1.8,-0.8,1.4,Screenshot_537.png
-1.8,-0.8,1.6,Screenshot_538.png
-1.8,-0.8,1.8,Screenshot_539.png
-1.8,-0.6,-2,Screenshot_540.png
-1.8,-0.6,-1.8,Screenshot_541.png
-1.8,-0.6,-1.6,Screenshot_542.png
-1.8,-0.6,-1.4,Screenshot_543.png
-1.8,-0.6,-1.2,Screenshot_544.png
-1.8,-0.6,-1,Screenshot_545.png
-1.8,-0.6,-0.8,Screenshot_546.png
-1.8,-0.6,-0.6,Screenshot_547.png
-1.8,-0.6,-0.4,Screenshot_548.png
-1.8,-0.6,-0.2,Screenshot_549.png
-1.8,-0.6,0,Screenshot_550.png
-1.8,-0.6,0.2,Screenshot_551.png
-1.8,-0.6,0.4,Screenshot_552.png
-1.8,-0.6,0.6,Screenshot_553.png
-1.8,-0.6,0.8,Screenshot_554.png
-1.8,-0.6,1,Screenshot_555.png
-1.8,-0.6,1.2,Screenshot_556.png
-1.8,-0.6,1.4,Screenshot_557.png
-1.8,-0.6,1.6,Screenshot_558.png
-1.8,-0.6,1.8,Screenshot_559.png
-1.8,-0.4,-2,Screenshot_560.png
-1.8,-0.4,-1.8,Screenshot_561.png
-1.8,-0.4,-1.6,Screenshot_562.png
-1.8,-0.4,-1.4,Screenshot_563.png
-1.8,-0.4,-1.2,Screenshot_564.png
-1.8,-0.4,-1,Screenshot_565.png
-1.8,-0.4,-0.8,Screenshot_566.png
-1.8,-0.4,-0.6,Screenshot_567.png
-1.8,-0.4,-0.4,Screenshot_568.png
-1.8,-0.4,-0.2,Screenshot_569.png
-1.8,-0.4,0,Screenshot_570.png
-1.8,-0.4,0.2,Screenshot_571.png
-1.8,-0.4,0.4,Screenshot_572.png
-1.8,-0.4,0.6,Screenshot_573.png
-1.8,-0.4,0.8,Screenshot_574.png
-1.8,-0.4,1,Screenshot_575.png
-1.8,-0.4,1.2,Screenshot_576.png
-1.8,-0.4,1.4,Screenshot_577.png
-1.8,-0.4,1.6,Screenshot_578.png
-1.8,-0.4,1.8,Screenshot_579.png
-1.8,-0.2,-2,Screenshot_580.png
-1.8,-0.2,-1.8,Screenshot_581.png
-1.8,-0.2,-1.6,Screenshot_582.png
-1.8,-0.2,-1.4,Screenshot_583.png
-1.8,-0.2,-1.2,Screenshot_584.png
-1.8,-0.2,-1,Screenshot_585.png
-1.8,-0.2,-0.8,Screenshot_586.png
-1.8,-0.2,-0.6,Screenshot_587.png
-1.8,-0.2,-0.4,Screenshot_588.png
-1.8,-0.2,-0.2,Screenshot_589.png
-1.8,-0.2,0,Screenshot_590.png
-1.8,-0.2,0.2,Screenshot_591.png
-1.8,-0.2,0.4,Screenshot_592.png
-1.8,-0.2,0.6,Screenshot_593.png
-1.8,-0.2,0.8,Screenshot_594.png
-1.8,-0.2,1,Screenshot_595.png
-1.8,-0.2,1.2,Screenshot_596.png
-1.8,-0.2,1.4,Screenshot_597.png
-1.8,-0.2,1.6,Screenshot_598.png
-1.8,-0.2,1.8,Screenshot_599.png
-1.8,0,-2,Screenshot_600.png
-1.8,0,-1.8,Screenshot_601.png
-1.8,0,-1.6,Screenshot_602.png
-1.8,0,-1.4,Screenshot_603.png
-1.8,0,-1.2,Screenshot_604.png
-1.8,0,-1,Screenshot_605.png
-1.8,0,-0.8,Screenshot_606.png
-1.8,0,-0.6,Screenshot_607.png
-1.8,0,-0.4,Screenshot_608.png
-1.8,0,-0.2,Screenshot_609.png
-1.8,0,0,Screenshot_610.png
-1.8,0,0.2,Screenshot_611.png
-1.8,0,0.4,Screenshot_612.png
-1.8,0,0.6,Screenshot_613.png
-1.8,0,0.8,Screenshot_614.png
-1.8,0,1,Screenshot_615.png
-1.8,0,1.2,Screenshot_616.png
-1.8,0,1.4,Screenshot_617.png
-1.8,0,1.6,Screenshot_618.png
-1.8,0,1.8,Screenshot_619.png
-1.8,0.2,-2,Screenshot_620.png
-1.8,0.2,-1.8,Screenshot_621.png
-1.8,0.2,-1.6,Screenshot_622.png
-1.8,0.2,-1.4,Screenshot_623.png
-1.8,0.2,-1.2,Screenshot_624.png
-1.8,0.2,-1,Screenshot_625.png
-1.8,0.2,-0.8,Screenshot_626.png
-1.8,0.2,-0.6,Screenshot_627.png
-1.8,0.2,-0.4,Screenshot_628.png
-1.8,0.2,-0.2,Screenshot_629.png
-1.8,0.2,0,Screenshot_630.png
-1.8,0.2,0.2,Screenshot_631.png
-1.8,0.2,0.4,Screenshot_632.png
